city,lat,lng,country,admin,capital
Chānda,19.950758,79.295229,India,Mahārāshtra,
Chīrāla,15.823849,80.352187,India,Andhra Pradesh,
Coimbatore,11.005547,76.966122,India,Tamil Nādu ,
Cuddalore,11.746288999999999,79.764362,India,Tamil Nādu ,
Cuttack,20.522922,85.78813000000001,India,Odisha,
Daman,20.414315,72.83236,India,Damān and Diu,admin
Davangere,14.469237,75.92375,India,Karnātaka,
Dehra Dūn,30.324427000000004,78.033922,India,Uttarakhand,admin
Delhi,28.651952,77.231495,India,Delhi,admin
Dhanbād,23.801988,86.44324399999999,India,Jharkhand,
Dhūlia,20.901298999999998,74.777373,India,Mahārāshtra,
Dibrugarh,27.479888,94.90836999999999,India,Assam,
Dindigul,10.362853,77.975827,India,Tamil Nādu ,
Dispur,26.135638,91.800688,India,Assam,admin
Diu,20.715115,70.987952,India,Damān and Diu,
Farīdābād,28.411236,77.313162,India,Haryāna,
Fyzābād,26.775485999999997,82.150182,India,Uttar Pradesh,
Fīrozābād,27.150917,78.397808,India,Uttar Pradesh,
Gangtok,-88.612155,-27.325739000000002,India,Sikkim,admin
Gaya,24.796858,85.003852,India,Bihār,
Ghandinagar,23.216667,72.68333299999999,India,Gujarāt,admin
Ghāziābād,28.665353000000003,77.439148,India,Uttar Pradesh,
Gopālpur,26.735389,83.38064,India,Uttar Pradesh,
Gulbarga,17.335827,76.83757,India,Karnātaka,
Guntūr,16.299737,80.457293,India,Andhra Pradesh,
Gurgaon,28.460105,77.026352,India,Haryāna,
Guwāhāti,26.176076000000002,91.76293199999999,India,Assam,
Gwalior,26.229825,78.173369,India,Madhya Pradesh,
Haldia,22.025278,88.05833299999999,India,West Bengal,
Harīpur,31.463217999999998,75.986418,India,Punjab,
Hatīsa,27.592698,78.01384300000001,India,Uttar Pradesh,
Hindupur,13.828064999999999,77.491425,India,Andhra Pradesh,
Hisar,29.153938,75.722944,India,Haryāna,
Hospet,15.269537,76.387103,India,Karnātaka,
Hubli,15.349955,75.13861899999999,India,Karnātaka,
Hyderabad,17.384052,78.456355,India,Andhra Pradesh,admin
Hāora,22.576882,88.318566,India,West Bengal,
Hāpur,28.729845,77.780681,India,Uttar Pradesh,
Imphal,24.808053,93.944203,India,Manipur,admin
Indore,22.717736,75.85859,India,Madhya Pradesh,
Itanagar,27.102349,93.692047,India,Arunāchal Pradesh,admin
Jabalpur,23.174495,79.935903,India,Madhya Pradesh,
Jaipur,26.913312,75.787872,India,Rājasthān,admin
Jammu,32.735686,74.869112,India,Jammu and Kashmīr,
Jamshedpur,22.802776,86.185448,India,Jharkhand,
Jhānsi,25.458872,78.579943,India,Uttar Pradesh,
Jodhpur,26.26841,73.005943,India,Rājasthān,
Jorhāt,26.757509000000002,94.203055,India,Assam,
Kagaznāgār,19.331589,79.46605100000001,India,Andhra Pradesh,minor
Kalyān,19.243703,73.135537,India,Mahārāshtra,
Karnāl,29.691971000000002,76.984483,India,Haryāna,
Karīmnagar,18.436738000000002,79.13221999999999,India,Andhra Pradesh,
Karūr,10.960277,78.076753,India,Tamil Nādu ,
Kavaratti,10.566667,72.616667,India,Lakshadweep,admin
Khammam,17.247672,80.143682,India,Andhra Pradesh,
Khānāpur,21.273716,76.11737600000001,India,Mahārāshtra,
Kochi,-76.25380200000001,9.947743,India,Kerala,
Kohima,25.674673000000002,94.110988,India,Nāgāland,admin
Kolhāpur,16.695632999999997,74.231669,India,Mahārāshtra,
Kolkata,22.562627,88.36304399999999,India,West Bengal,admin
Kollam,8.881131,76.584694,India,Kerala,
Kolār,13.137679,78.129989,India,Karnātaka,
Kota,25.182544,75.839065,India,Rājasthān,
Krishnanagar,23.405761,88.49073299999999,India,West Bengal,
Krishnāpuram,12.869617,79.71946899999999,India,Tamil Nādu ,
Kumbakonam,10.959789,79.377472,India,Tamil Nādu ,
Kurnool,15.828864999999999,78.03602099999999,India,Andhra Pradesh,
Kākināda,16.960361,82.238086,India,Andhra Pradesh,
Lucknow,26.839281,80.92313299999999,India,Uttar Pradesh,admin
Ludhiāna,30.912042,75.853789,India,Punjab,
Lātūr,18.399487,76.584252,India,Mahārāshtra,
Machilīpatnam,16.187466,81.13888,India,Andhra Pradesh,
Madurai,-9.917347,-78.11962199999999,India,Tamil Nādu ,
Mangalore,12.865371000000001,74.84243199999999,India,Karnātaka,
Mardānpur,26.430065999999997,80.267176,India,Uttar Pradesh,
Mathura,27.503501,77.672145,India,Uttar Pradesh,
Meerut,28.980017999999998,77.706356,India,Uttar Pradesh,
Mirzāpur,25.144902,82.565335,India,Uttar Pradesh,
Morādābād,28.838931,78.776838,India,Uttar Pradesh,
Mumbai,18.987807,72.83644699999999,India,Mahārāshtra,admin
Muzaffarnagar,29.470914,77.703324,India,Uttar Pradesh,
Muzaffarpur,,,India,Bihār,
Mysore,12.292664,76.638543,India,Karnātaka,
Mālegaon Camp,20.569974,74.515415,India,Mahārāshtra,
Nandyāl,15.477994,78.48360500000001,India,Andhra Pradesh,
Navsāri,20.85,72.916667,India,Gujarāt,
Nellore,14.449917999999998,79.986967,India,Andhra Pradesh,
New Delhi,28.6,77.2,India,Delhi,primary
Nizāmābād,18.673151,78.10008,India,Andhra Pradesh,
Nāgercoil,8.177313,77.43437,India,Tamil Nādu ,
Nānded,19.160227,77.314971,India,Mahārāshtra,
Nāra,21.203096,79.08928399999999,India,Mahārāshtra,
Nāsik,19.999963,73.776887,India,Mahārāshtra,
Ongole,15.503565,80.04454100000001,India,Andhra Pradesh,
Panaji,15.498289000000002,73.824541,India,Goa,admin
Panchkula,30.691512,76.853736,India,Haryāna,minor
Parbhani,19.268553,76.77080699999999,India,Mahārāshtra,
Pathānkot,32.274842,75.652865,India,Punjab,
Patiāla,-30.336245,76.392199,India,Punjab,
Patna,25.615379,85.101027,India,Bihār,admin
Porbandar,21.641346,69.600868,India,Gujarāt,
Port Blair,11.666667,92.75,India,Andaman and Nicobar Islands,admin
Proddatūr,14.7502,78.548129,India,Andhra Pradesh,
Puducherry,11.933812,79.829792,India,Puducherry,admin
Pune,18.513271,73.849852,India,Mahārāshtra,
Puri,19.798254,85.824938,India,Odisha,
Purnea,25.776703,87.47365500000001,India,Bihār,
Pāli,25.775125,73.320611,India,Rājasthān,
Pānīpat,29.387471,76.968246,India,Haryāna,
Pīlibhīt,28.631245,79.804362,India,Uttar Pradesh,
Raipur,21.233333,81.633333,India,Chhattīsgarh,admin
Ranchi,23.347768,85.338564,India,Jharkhand,admin
Ratlām,23.330331,75.040315,India,Madhya Pradesh,
Raurkela,22.224964,84.864143,India,Odisha,
Rohtak,28.894472999999998,76.589166,India,Haryāna,
Rāichūr,16.205459,77.35566999999999,India,Karnātaka,
Rājahmundry,17.005171,81.777839,India,Andhra Pradesh,
Rājapālaiyam,9.451111000000001,77.55612099999999,India,Tamil Nādu ,
Rājkot,22.291605999999998,70.793217,India,Gujarāt,
Rāmpura,26.884682,75.78933599999999,India,Rājasthān,
Sahāranpur,29.967896000000003,77.545221,India,Uttar Pradesh,
Saidpur,34.318174,74.457093,India,Jammu and Kashmīr,
Saidāpur,27.598784000000002,80.75089,India,Uttar Pradesh,
Salem,11.651164999999999,78.158672,India,Tamil Nādu ,
Samlaipādar,21.478072,83.990505,India,Odisha,
Saugor,23.838766,78.738738,India,Madhya Pradesh,
Shiliguri,26.710034999999998,88.428512,India,West Bengal,
Shillong,25.573987,91.896807,India,Meghālaya,admin
Shimla,31.104422999999997,77.166623,India,Himāchal Pradesh,admin
Shimoga,13.932424,75.57255500000001,India,Karnātaka,
Shāhbāzpur,27.874115999999997,79.879327,India,Uttar Pradesh,
Silchar,92.79786800000001,24.827327,India,Assam,
Silvassa,20.273854999999998,72.996728,India,Dādra and Nagar Haveli,admin
Sirsa,29.534893,75.028981,India,Haryāna,
Solāpur,17.671523,75.910437,India,Mahārāshtra,
Sonīpat,28.994778000000004,77.019375,India,Haryāna,
Srīnagar,34.085652,74.805553,India,Jammu and Kashmīr,admin
Sāngli,74.56919599999999,16.856776999999997,India,Mahārāshtra,
Sīkar,27.614778,75.138671,India,Rājasthān,
Sūrat,21.195944,72.830232,India,Gujarāt,
Tezpur,26.633333,92.8,India,Assam,
Thanjāvūr,10.785233,79.139093,India,Tamil Nādu ,
Tharati Etawah,26.758236,79.014875,India,Uttar Pradesh,
Thiruvananthapuram,8.485498,76.949238,India,Kerala,admin
Tiruchchirāppalli,10.815499,78.696513,India,Tamil Nādu ,
Tirunelveli,8.725181,77.684519,India,Tamil Nādu ,
Tirupati,13.635504999999998,79.419888,India,Andhra Pradesh,
Tiruppūr,11.104096,77.346402,India,Tamil Nādu ,
Tiruvannāmalai,12.230203999999999,79.07295400000001,India,Tamil Nādu ,
Tonk,26.168672,75.786111,India,Rājasthān,
Tumkūr,13.341358,77.102203,India,Karnātaka,
Tuticorin,8.805038,78.151884,India,Tamil Nādu ,
Udaipur,24.57951,73.690508,India,Rājasthān,
Ujjain,23.182387,75.776433,India,Madhya Pradesh,
Vadodara,22.299405,73.208119,India,Gujarāt,
Vellore,12.905769,79.13710400000001,India,Tamil Nādu ,
Vishākhapatnam,17.704051999999997,83.297663,India,Andhra Pradesh,
Vizianagaram,18.11329,83.397743,India,Andhra Pradesh,
Vālpārai,10.325163,76.955299,India,Tamil Nādu ,
Vārānasi,25.31774,83.005811,India,Uttar Pradesh,
Warangal,17.978423,79.60020899999999,India,Andhra Pradesh,
Āgra,27.187934999999996,78.00394399999999,India,Uttar Pradesh,
Āsansol,23.683332999999998,86.983333,India,West Bengal,
