LocationID,Country,Location,Region,Latitude,Longitude,ElevM,MAX_TEMP,MIN_TEMP,PRE,MegaEnviron
1,ANGOLA,MAZOZO,Eastern and Southern Africa,-9.100000381,13.69999981,41,30,23.15999985,467,Dry Lowland
2,ANGOLA,CABINDA,Eastern and Southern Africa,-5.599999905,12.19999981,22,31.12000084,23.42000008,577,Dry Lowland
3,ANGOLA,ST. VINCENT,Eastern and Southern Africa,-5.570000172,12.19999981,57,31.18000031,23.5,578,Dry Lowland
4,ANGOLA,KILOMBA,Eastern and Southern Africa,-8.899999619,14.69999981,514,28.65999985,19.79999924,819,Wet Lower Mid-altitude
5,ANGOLA,KILOMBO,Eastern and Southern Africa,8.91,14.73,766,29.539999,20.66,794,Wet Lower Mid-altitude
6,ANGOLA,HUMPATA,Eastern and Southern Africa,-15.03,13.43,1890,25.620001,13.76,619,Wet Upper Mid-altitude
7,ANGOLA,CHIANGA,Eastern and Southern Africa,-12.73,15.83,1693,24.92,14.12,1049,Wet Upper Mid-altitude
8,ANGOLA,MALANGE,,-9.533,16.333,1149,27.879999,16.120001,720,
9,BOTSWANA,SEBELE-LOWN,Eastern and Southern Africa,-24.6,26,979,31.42000008,17.47999954,401,Dry Lowland
10,BOTSWANA,SEBELE,Eastern and Southern Africa,-24.57,25.95,995,31.74,17.76,383,Dry Lowland
11,BOTSWANA,PELOTSHETLHA,Eastern and Southern Africa,-23.03,26.517,1111,31.20000076,17.68000031,365,Dry Lowland
12,BOTSWANA,PANDAMATENGA,Eastern and Southern Africa,-18.55,25.65,1071,30.559999,17.780001,592,Dry Lowland
13,BOTSWANA,GOODHOPE,Eastern and Southern Africa,-25.48,25.47,1268,29.48,15.38,365,Dry Mid-altitude
14,ETHIOPIA,KULUMSA,Eastern and Southern Africa,8,39.15,2241,22.940001,10.92,631,Highland
15,ETHIOPIA,AMBO,Eastern and Southern Africa,8.96,38.857,2245,21.84,9.5,896,Highland
16,ETHIOPIA,BAKO,Eastern and Southern Africa,-9.1,37.15,1680,23.860001,12.5,1030,Highland
17,ETHIOPIA,ALEMAYA,Eastern and Southern Africa,9.5,41.95,1806,23.18,12.38,587,Highland
18,ETHIOPIA,ADET,Eastern and Southern Africa,11.27,37.48,2187,23.059999,10.4,1226,Highland
19,ETHIOPIA,NAZARETH,Eastern and Southern Africa,8.5,-39.5,1451,27.76,15.1,613,Wet Upper Mid-altitude
20,ETHIOPIA,NAZRET,Eastern and Southern Africa,8.5239,39.2582,1614,27.38000107,14.89999962,627,Wet Upper Mid-altitude
21,ETHIOPIA,MIESO,Eastern and Southern Africa,9.33,41.18,1657,25.640001,13.9,611,Wet Upper Mid-altitude
22,ETHIOPIA,PAWE,Eastern and Southern Africa,11.23,38,1499,26.780001,13.76,987,Wet Upper Mid-altitude
23,GHANA,FUMESUA,Western Africa,6.75,-1.583333,292,28.18,21.08,802,Wet Lower Mid-altitude
24,GHANA,KWADASO,Western Africa,6.75,-1.58,273,28.18,21.08,802,Wet Lower Mid-altitude
25,GHANA,EJURA,Western Africa,7.383333,-1.366666,256,29,21.359999,784,Wet Lower Mid-altitude
26,GHANA,TAMALE,Western Africa,9.3972,0.8329,170,30.36000061,22.18000031,853,Wet Lowland
27,GHANA,NYANKPALA,Western Africa,9.42,-0.97,154,30.48,22.379999,845,Wet Lowland
28,KENYA,KIBOKO,Eastern and Southern Africa,-2.25,37.73,990,30.139999,17.639999,434,Dry Lowland
29,KENYA,EMALI,Eastern and Southern Africa,-2.1361,37.7856,890,31.77999878,19.07999992,406,Dry Lowland
30,KENYA,KWALE,Eastern and Southern Africa,-4.174478,39.460461,385,27.84000015,19.97999954,578,Dry Mid-altitude
31,KENYA,MAKINDU,,-2.278,37.8251,991,29.81999969,17.44000053,450,
32,KENYA,KAMPIYAMAWE,,-1.85,37.67,1137,29.52,17.16,489,
33,KENYA,MAKUENI,,-1.798,37.623,1201,28.28000069,16.12000084,527,
34,KENYA,KATUMANI,Eastern and Southern Africa,-1.6,37.23,1613,26.959999,14.76,401,
35,KENYA,KITUI,Eastern and Southern Africa,-1.37,38.01,1143,27.199999,15.52,577,Dry Mid-altitude
36,KENYA,NAIROBI,Eastern and Southern Africa,-1.25,36.73,1869,24.13999939,12.47999954,580,Dry Mid-altitude
37,KENYA,ITHOOKWE,Eastern and Southern Africa,-1.0333,37.8333,1108,29.31999969,16.45999908,494,Dry Mid-altitude
38,KENYA,KIHARU,Eastern and Southern Africa,-0.827636,37.232997,1190,29.21999931,15.82000065,519,Dry Mid-altitude
39,KENYA,BUNGEMA,Eastern and Southern Africa,0.44769,37.81494,1080,23.47999954,9.920000076,623,Dry Mid-altitude
40,KENYA,BURURA,Eastern and Southern Africa,0.44769,37.81494,1080,26.52000046,12.43999958,345,Dry Mid-altitude
41,KENYA,KENYA,Eastern and Southern Africa,0.44769,37.81494,1080,23.47999954,9.920000076,623,Dry Mid-altitude
42,KENYA,WESTERN KAKAMRGA,Eastern and Southern Africa,0.44769,37.81494,1080,20.20000076,7.579999924,715,Dry Mid-altitude
43,KENYA,SIGOR,Eastern and Southern Africa,1.483,35.467,976,27.18,13.66,533,Dry Mid-altitude
44,KENYA,CHAKOL,Eastern and Southern Africa,3.45,39.066667,864,29.61999893,18.92000008,365,Dry Mid-altitude
45,KENYA,MACHAKOS,Eastern and Southern Africa,-1.5143,37.2628,1619,23.39999962,11.97999954,510,Highland
46,KENYA,MUGUGA,,-1.183,36.65,2160,21.799999,10.24,653,
47,KENYA,ELDORET,Eastern and Southern Africa,0.5,35.28329849,2110,22.60000038,10.15999985,715,Highland
48,KENYA,ENDEBESS,Eastern and Southern Africa,1.06424,34.85687,1910,23.92000008,10.69999981,625,Highland
49,KENYA,MOMBASA,Eastern and Southern Africa,-4.07,39.67,23,29.200001,21.82,713,Wet Lower Mid-altitude
50,KENYA,MTWAPA,Eastern and Southern Africa,-3.93,39.75,23,29.1,22,733,Wet Lower Mid-altitude
51,KENYA,KILIFI,Eastern and Southern Africa,-3.615072,39.85445,21,28.87999916,22.29999924,658,Wet Lower Mid-altitude
52,KENYA,MALINDI,Eastern and Southern Africa,-3.216433,40.10925,11,28.34000015,22.52000046,716,Wet Lower Mid-altitude
53,KENYA,BUSIA,Eastern and Southern Africa,-0.7772,34.1728,1405,28.28000069,16.11999893,619,Wet Lower Mid-altitude
54,KENYA,RACHUONYO,Eastern and Southern Africa,-0.3684,34.6497,1155,28.18000031,15.94000053,666,Wet Lower Mid-altitude
55,KENYA,KISUMU,Eastern and Southern Africa,-0.095161,34.747331,1139,28.92000008,16.76000023,688,Wet Lower Mid-altitude
56,KENYA,KIBOS,Eastern and Southern Africa,-0.07,34.82,1172,28.26,16.040001,695,Wet Lower Mid-altitude
57,KENYA,KESREF,Eastern and Southern Africa,-0.0667,34.8167,1172,28.26000023,16.04000092,695,Wet Lower Mid-altitude
